short_name,age,overall,value_eur,wage_eur,pace,shooting,passing,defending
Z. Vanheusden,22.0,72.0,4400000.0,29000.0,55.0,45.0,61.0,73.0
Dani Raba,26.0,72.0,2800000.0,10000.0,62.0,71.0,71.0,38.0
M. Sarkaria,25.0,72.0,2900000.0,15000.0,82.0,70.0,70.0,34.0
T. Belmonte,24.0,72.0,3700000.0,11000.0,68.0,65.0,66.0,70.0
RogÃ©rio,24.0,72.0,3100000.0,17000.0,74.0,53.0,67.0,69.0
V. GyÃ¶keres,24.0,72.0,3700000.0,16000.0,75.0,71.0,63.0,29.0
M. Sagnan,23.0,72.0,4900000.0,17000.0,64.0,32.0,56.0,73.0
Lucas Cunha,25.0,72.0,4300000.0,8000.0,55.0,37.0,45.0,73.0
F. Amuzu,22.0,72.0,3800000.0,14000.0,89.0,64.0,65.0,36.0
O. Solbakken,23.0,72.0,3700000.0,5000.0,86.0,67.0,65.0,37.0
H. Evjen,22.0,72.0,4800000.0,8000.0,87.0,62.0,67.0,53.0
M. Dauda,24.0,72.0,3500000.0,14000.0,88.0,69.0,63.0,27.0
Loren,28.0,72.0,2400000.0,18000.0,67.0,72.0,60.0,31.0
L. Cacace,21.0,72.0,5000000.0,6000.0,80.0,62.0,65.0,66.0
M. Frendrup,21.0,72.0,5000000.0,3000.0,79.0,52.0,64.0,67.0
K. Thorstvedt,23.0,72.0,4700000.0,19000.0,63.0,72.0,69.0,66.0
J. Scally,19.0,72.0,4800000.0,9000.0,76.0,43.0,62.0,69.0
J. Garner,21.0,72.0,5000000.0,18000.0,67.0,63.0,72.0,68.0
J. Anthony,22.0,72.0,4800000.0,30000.0,79.0,64.0,70.0,25.0
V. Pule,30.0,72.0,2300000.0,850.0,82.0,77.0,62.0,41.0
K. Schlotterbeck,25.0,72.0,2900000.0,17000.0,60.0,27.0,51.0,74.0
S. Moharrami,26.0,72.0,2700000.0,700.0,80.0,30.0,59.0,70.0
J. VÃ¡squez,23.0,72.0,4900000.0,3000.0,65.0,32.0,57.0,74.0
V. Shepelev,25.0,72.0,3200000.0,750.0,64.0,63.0,64.0,65.0
M. BÃ¼lter,29.0,72.0,2300000.0,20000.0,79.0,73.0,66.0,45.0
Pol Lozano,22.0,72.0,5000000.0,11000.0,73.0,60.0,68.0,65.0
J. Cajuste,22.0,72.0,4700000.0,15000.0,75.0,58.0,68.0,68.0
H. Magnetti,24.0,72.0,3100000.0,13000.0,52.0,49.0,66.0,66.0
Elady,31.0,72.0,2000000.0,9000.0,75.0,72.0,65.0,39.0
A. ÄŒermÃ¡k,27.0,72.0,2700000.0,850.0,66.0,67.0,73.0,43.0
K. Sowah,22.0,72.0,4800000.0,17000.0,84.0,69.0,65.0,44.0
J. RodrÃ­guez,28.0,72.0,2200000.0,11000.0,69.0,39.0,58.0,70.0
O. Kiteishvili,26.0,72.0,2900000.0,16000.0,73.0,67.0,69.0,67.0
Guerrero,24.0,72.0,4500000.0,11000.0,74.0,67.0,68.0,69.0
A. TraorÃ©,27.0,72.0,2500000.0,900.0,86.0,69.0,60.0,23.0
B. Gilmour,21.0,72.0,5000000.0,30000.0,61.0,55.0,70.0,67.0
H. Calcaterra,33.0,72.0,1400000.0,750.0,66.0,66.0,76.0,60.0
J. Gelhardt,20.0,72.0,5500000.0,22000.0,75.0,72.0,61.0,28.0
IvÃ¡n Jaime,21.0,72.0,5500000.0,6000.0,72.0,70.0,67.0,50.0
A. Herrera,23.0,72.0,3300000.0,10000.0,80.0,62.0,61.0,67.0
M. Pulkrab,25.0,72.0,3100000.0,7000.0,67.0,70.0,54.0,32.0
T. Wiesner,24.0,72.0,3000000.0,650.0,82.0,63.0,67.0,66.0
D. Maeda,24.0,72.0,3500000.0,33000.0,91.0,73.0,61.0,45.0
A. Urzi,22.0,72.0,5500000.0,10000.0,85.0,63.0,64.0,36.0
S. Koita,22.0,72.0,5500000.0,19000.0,92.0,72.0,62.0,35.0
A. Bamba,28.0,72.0,2400000.0,19000.0,84.0,62.0,68.0,40.0
T. Buchanan,23.0,72.0,3700000.0,15000.0,92.0,62.0,60.0,55.0
N. Capaldo,23.0,72.0,4700000.0,17000.0,76.0,65.0,71.0,69.0
Gerson Rodrigues,27.0,72.0,2500000.0,750.0,86.0,68.0,66.0,44.0
Um Won Sang,23.0,72.0,5000000.0,9000.0,93.0,66.0,58.0,38.0
B. KouyatÃ©,25.0,72.0,3100000.0,6000.0,65.0,37.0,50.0,73.0
S. Pedroza,23.0,72.0,4900000.0,10000.0,71.0,63.0,70.0,69.0
F. Mura,23.0,72.0,3300000.0,11000.0,78.0,54.0,66.0,67.0
D. Saba,29.0,72.0,2300000.0,14000.0,78.0,71.0,70.0,29.0
F. PanÃ¡k,26.0,72.0,2600000.0,750.0,67.0,53.0,66.0,72.0
B. Al Ahbabi,31.0,72.0,1700000.0,900.0,84.0,51.0,70.0,64.0
G. GonzÃ¡lez,27.0,72.0,2300000.0,17000.0,73.0,43.0,61.0,68.0
D. Olaru,24.0,72.0,3500000.0,11000.0,82.0,70.0,72.0,63.0
A. BurcÄƒ,29.0,72.0,2200000.0,12000.0,68.0,24.0,44.0,71.0
J. Mellot,28.0,72.0,2100000.0,8000.0,81.0,42.0,58.0,67.0
Mateu Morey,22.0,72.0,4500000.0,22000.0,74.0,46.0,67.0,68.0
B. Ã–zdemir,24.0,72.0,3100000.0,16000.0,68.0,60.0,67.0,71.0
J. StaniÅ¡iÄ‡,22.0,72.0,5000000.0,27000.0,71.0,39.0,58.0,71.0
L. Brassier,22.0,72.0,4400000.0,13000.0,69.0,36.0,61.0,72.0
Gregore,28.0,72.0,2100000.0,6000.0,76.0,55.0,64.0,71.0
M. Elia,24.0,72.0,3600000.0,16000.0,91.0,70.0,65.0,26.0
M. van Ewijk,21.0,72.0,5000000.0,5000.0,91.0,48.0,58.0,66.0
L. VÃ¡zquez,21.0,72.0,5500000.0,10000.0,69.0,71.0,62.0,27.0
R. Nteka,24.0,72.0,4700000.0,14000.0,73.0,71.0,64.0,54.0
Paulinho,25.0,72.0,3200000.0,23000.0,77.0,64.0,66.0,66.0
Q. Timber,21.0,72.0,5500000.0,6000.0,79.0,57.0,68.0,64.0
Son,28.0,72.0,2100000.0,9000.0,87.0,56.0,65.0,64.0
A. Rouault,21.0,72.0,5500000.0,9000.0,62.0,30.0,60.0,72.0
Antonio SÃ¡nchez,25.0,72.0,3100000.0,17000.0,75.0,66.0,72.0,63.0
N. Mbuku,20.0,72.0,5000000.0,14000.0,77.0,66.0,70.0,35.0
A. Aouchiche,19.0,72.0,4600000.0,8000.0,68.0,63.0,72.0,56.0
G. Kyriakopoulos,26.0,72.0,2700000.0,20000.0,67.0,48.0,64.0,69.0
G. Corujo,25.0,72.0,2800000.0,6000.0,70.0,35.0,46.0,74.0
Leo Coelho,29.0,72.0,2200000.0,650.0,69.0,43.0,57.0,73.0
R. Schunke,30.0,72.0,1900000.0,800.0,59.0,34.0,52.0,70.0
K. Sandoval,25.0,72.0,3100000.0,800.0,77.0,70.0,68.0,32.0
Talles Magno,20.0,72.0,5500000.0,5000.0,82.0,61.0,60.0,37.0
P. Lavandeira,32.0,72.0,1900000.0,850.0,70.0,73.0,69.0,35.0
A. Alvarado,23.0,72.0,5000000.0,700.0,82.0,68.0,67.0,53.0
L. Da Cunha,21.0,72.0,3800000.0,20000.0,76.0,68.0,68.0,37.0
F. Tudor,26.0,72.0,2800000.0,10000.0,88.0,60.0,65.0,67.0
Leonardo,25.0,72.0,3300000.0,9000.0,75.0,74.0,58.0,31.0
T. Moffi,23.0,72.0,3700000.0,13000.0,72.0,72.0,53.0,24.0
Y. MaÃ§on,23.0,72.0,3500000.0,6000.0,88.0,50.0,61.0,65.0
Y. Ndayishimiye,23.0,72.0,4900000.0,20000.0,73.0,48.0,64.0,71.0
SamÃº Costa,21.0,72.0,5000000.0,12000.0,64.0,63.0,66.0,69.0
F. DÃ­az,19.0,72.0,4800000.0,500.0,70.0,64.0,67.0,70.0
B. Å utalo,22.0,72.0,4400000.0,600.0,61.0,44.0,56.0,74.0
M. Thiaw,20.0,72.0,4800000.0,24000.0,73.0,47.0,60.0,71.0
M. GrÃ¼ll,23.0,72.0,3500000.0,18000.0,86.0,70.0,65.0,32.0
C. Tzolis,20.0,72.0,5000000.0,25000.0,86.0,69.0,63.0,35.0
J. Le Douaron,24.0,72.0,3400000.0,16000.0,70.0,70.0,65.0,49.0
M. Balikwisha,21.0,72.0,5500000.0,13000.0,85.0,66.0,69.0,33.0
L. Gourna,18.0,72.0,4600000.0,5000.0,76.0,52.0,65.0,70.0
A. Ndao,25.0,72.0,3100000.0,18000.0,82.0,63.0,66.0,31.0
O. Tymchyk,25.0,72.0,3000000.0,650.0,87.0,41.0,64.0,69.0
E. Matazo,20.0,72.0,5000000.0,23000.0,73.0,58.0,70.0,65.0
A. Ãlvarez MartÃ­nez,21.0,72.0,5500000.0,18000.0,70.0,72.0,61.0,36.0
O. Nwobodo,25.0,72.0,3000000.0,6000.0,82.0,62.0,62.0,73.0
O. Popescu,19.0,72.0,5500000.0,8000.0,82.0,68.0,69.0,31.0
A. Cambiaso,22.0,72.0,5000000.0,44000.0,74.0,54.0,67.0,68.0
V. Korniienko,23.0,72.0,5000000.0,600.0,77.0,52.0,70.0,66.0
V. Jemelka,27.0,72.0,2500000.0,750.0,65.0,43.0,60.0,72.0
A. Valera,26.0,72.0,3100000.0,23000.0,69.0,75.0,52.0,28.0
M. Batna,32.0,72.0,1900000.0,23000.0,75.0,71.0,70.0,35.0
M. VitÃ­k,19.0,72.0,4700000.0,500.0,66.0,39.0,54.0,73.0
A. Sima,21.0,72.0,6000000.0,30000.0,88.0,73.0,62.0,41.0
Juan Iglesias,23.0,72.0,4500000.0,15000.0,71.0,37.0,60.0,70.0
B. Å eÅ¡ko,19.0,72.0,5500000.0,13000.0,81.0,70.0,60.0,42.0
E. Zeballos,20.0,72.0,5500000.0,10000.0,85.0,63.0,66.0,31.0
Francisco ConceiÃ§Ã£o,19.0,72.0,5500000.0,8000.0,79.0,61.0,66.0,32.0
M. EstÃ¨ve,20.0,72.0,4800000.0,11000.0,67.0,33.0,51.0,72.0
S. Beukema,23.0,72.0,4900000.0,7000.0,66.0,55.0,55.0,72.0
Matheus Costa,27.0,72.0,2700000.0,8000.0,82.0,33.0,42.0,72.0
Kiko Bondoso,26.0,72.0,2800000.0,6000.0,75.0,69.0,67.0,33.0
M. VuÅ¡koviÄ‡,20.0,72.0,4800000.0,7000.0,65.0,33.0,46.0,72.0
J. Masharipov,28.0,72.0,2400000.0,27000.0,79.0,63.0,69.0,40.0
M. Bouldini,26.0,72.0,3100000.0,10000.0,80.0,71.0,54.0,25.0
G. Kotsiras,29.0,72.0,2100000.0,650.0,83.0,50.0,68.0,67.0
A. Zorgane,22.0,72.0,4700000.0,10000.0,60.0,69.0,70.0,66.0
F. Mateos,29.0,72.0,2300000.0,7000.0,66.0,68.0,70.0,53.0
M. Satriano,21.0,72.0,5500000.0,31000.0,65.0,72.0,56.0,32.0
K. Asllani,20.0,72.0,5500000.0,6000.0,66.0,61.0,70.0,69.0
JutglÃ ,23.0,72.0,5000000.0,17000.0,76.0,72.0,58.0,29.0
Y. RodrÃ­guez,29.0,72.0,2000000.0,650.0,67.0,56.0,68.0,69.0
N. PetrovicÌ,22.0,72.0,5000000.0,7000.0,58.0,51.0,68.0,68.0
Eduardo Santos,24.0,72.0,3000000.0,750.0,68.0,45.0,59.0,72.0
F. Miretti,18.0,72.0,5500000.0,20000.0,76.0,59.0,74.0,63.0
V. JureÄka,28.0,72.0,2400000.0,1000.0,75.0,71.0,60.0,28.0
L. SadÃ­lek,26.0,72.0,3000000.0,850.0,71.0,62.0,72.0,64.0
Cadu,24.0,72.0,3200000.0,700.0,75.0,61.0,70.0,68.0
P. Shalulile,28.0,72.0,2400000.0,1000.0,78.0,71.0,52.0,21.0
M. Usor,20.0,72.0,4600000.0,700.0,86.0,68.0,64.0,38.0
Igor PaixÃ£o,22.0,72.0,5500000.0,8000.0,80.0,60.0,67.0,30.0
A. Vlkanova,27.0,72.0,2500000.0,850.0,73.0,64.0,71.0,33.0
LÃ¡zaro,20.0,72.0,5500000.0,13000.0,69.0,58.0,68.0,38.0
RÃºben Fernandes,36.0,71.0,325000.0,5000.0,57.0,51.0,57.0,73.0
B. DÅ¾emaili,36.0,71.0,600000.0,9000.0,43.0,69.0,72.0,70.0
A. AlcÃ¡raz,39.0,71.0,325000.0,500.0,31.0,43.0,52.0,70.0
C. Fuchs,36.0,71.0,325000.0,4000.0,48.0,66.0,74.0,72.0
M. Demir,30.0,71.0,1800000.0,13000.0,72.0,73.0,68.0,37.0
LuÃ­z Carlos,36.0,71.0,600000.0,6000.0,53.0,67.0,68.0,69.0
R. Snodgrass,34.0,71.0,875000.0,6000.0,53.0,73.0,75.0,47.0
U. HÃ¼nemeier,36.0,71.0,325000.0,9000.0,41.0,51.0,60.0,73.0
S. Larsson,37.0,71.0,600000.0,5000.0,51.0,69.0,76.0,66.0
S. Long,35.0,71.0,800000.0,11000.0,78.0,68.0,61.0,36.0
N. Viola,32.0,71.0,1500000.0,4000.0,60.0,64.0,75.0,58.0
S. Arfield,33.0,71.0,1200000.0,31000.0,53.0,68.0,71.0,66.0
E. Pieters,33.0,71.0,975000.0,20000.0,53.0,40.0,69.0,74.0
R. Hennings,34.0,71.0,900000.0,17000.0,62.0,76.0,61.0,40.0
O. Kamara,32.0,71.0,1500000.0,6000.0,73.0,72.0,60.0,33.0
Ã“. Cardozo,39.0,71.0,650000.0,500.0,41.0,76.0,63.0,27.0
E. Derdiyok,34.0,71.0,900000.0,11000.0,36.0,74.0,66.0,32.0
Alexandre Pato,32.0,71.0,1500000.0,6000.0,71.0,70.0,67.0,32.0
A. Epureanu,35.0,71.0,500000.0,14000.0,32.0,53.0,54.0,73.0
S. De Maio,35.0,71.0,500000.0,2000.0,52.0,42.0,41.0,73.0
Li Xuepeng,33.0,71.0,975000.0,6000.0,81.0,55.0,68.0,66.0
A. Carroll,33.0,71.0,1200000.0,15000.0,33.0,74.0,62.0,48.0
A. Rami,36.0,71.0,325000.0,8000.0,37.0,48.0,53.0,71.0
F. Bartels,35.0,71.0,800000.0,11000.0,71.0,69.0,70.0,41.0
F. Frei,33.0,71.0,900000.0,12000.0,55.0,69.0,70.0,72.0
J. Howson,34.0,71.0,650000.0,17000.0,54.0,68.0,67.0,68.0
N. Theuerkauf,35.0,71.0,525000.0,10000.0,62.0,56.0,64.0,71.0
J. Faussurier,35.0,71.0,575000.0,4000.0,50.0,59.0,73.0,71.0
G. Bruno,30.0,71.0,1800000.0,16000.0,73.0,71.0,66.0,39.0
M. Olsson,34.0,71.0,700000.0,6000.0,69.0,62.0,67.0,68.0
J. Allen,32.0,71.0,1200000.0,17000.0,64.0,61.0,68.0,69.0
F. Macheda,30.0,71.0,1800000.0,11000.0,69.0,72.0,61.0,30.0
K. Bartley,31.0,71.0,1300000.0,20000.0,53.0,29.0,49.0,71.0
R. NeustÃ¤dter,34.0,71.0,600000.0,8000.0,36.0,52.0,65.0,71.0
S. Di Carmine,33.0,71.0,1200000.0,4000.0,63.0,72.0,53.0,36.0
VÃ­tor Gomes,34.0,71.0,875000.0,7000.0,55.0,65.0,73.0,64.0
Claudemir,34.0,71.0,650000.0,4000.0,50.0,66.0,70.0,68.0
S. Johansen,31.0,71.0,1500000.0,22000.0,63.0,66.0,73.0,67.0
O. El Kaddouri,31.0,71.0,1500000.0,900.0,70.0,68.0,74.0,58.0
O. ÄŒelÅ¯stka,33.0,71.0,900000.0,650.0,61.0,52.0,62.0,69.0
L. Holtby,31.0,71.0,1500000.0,13000.0,64.0,66.0,73.0,59.0
D. Polenta,30.0,71.0,1500000.0,9000.0,69.0,39.0,59.0,69.0
J. Livermore,32.0,71.0,1200000.0,20000.0,55.0,61.0,66.0,69.0
SaÃºl BerjÃ³n,36.0,71.0,600000.0,4000.0,77.0,70.0,72.0,41.0
B. Fornaroli,34.0,71.0,900000.0,5000.0,70.0,73.0,63.0,38.0
Daniel Candeias,34.0,71.0,875000.0,14000.0,74.0,64.0,70.0,56.0
Diego Farias,32.0,71.0,1500000.0,4000.0,83.0,67.0,66.0,38.0
B. Salamon,31.0,71.0,1300000.0,7000.0,50.0,47.0,58.0,72.0
Ramalho,29.0,71.0,1600000.0,7000.0,67.0,35.0,57.0,71.0
Quique,32.0,71.0,1500000.0,8000.0,72.0,70.0,64.0,43.0
Iago FalquÃ©,32.0,71.0,1500000.0,2000.0,67.0,68.0,73.0,38.0
K. Glik,34.0,71.0,600000.0,3000.0,35.0,32.0,44.0,71.0
M. Henriksen,29.0,71.0,1600000.0,5000.0,55.0,67.0,67.0,69.0
S. Strandberg,31.0,71.0,1300000.0,4000.0,54.0,42.0,54.0,71.0
M. D'Alessandro,31.0,71.0,1600000.0,28000.0,87.0,60.0,66.0,44.0
D. Ginczek,31.0,71.0,1600000.0,17000.0,67.0,72.0,51.0,38.0
R. Sawyers,30.0,71.0,1800000.0,22000.0,64.0,61.0,71.0,60.0
E. Stevens,31.0,71.0,1400000.0,17000.0,66.0,45.0,64.0,68.0
Y. MallÄ±,30.0,71.0,1800000.0,10000.0,68.0,66.0,72.0,33.0
M. Zimmermann,30.0,71.0,1600000.0,14000.0,69.0,52.0,67.0,68.0
A. IoniÈ›Äƒ,31.0,71.0,1500000.0,4000.0,57.0,68.0,69.0,73.0
Juanpe,31.0,71.0,1300000.0,15000.0,54.0,37.0,55.0,70.0
V. Le Goff,32.0,71.0,1300000.0,11000.0,67.0,60.0,66.0,67.0
S. Malone,31.0,71.0,1400000.0,9000.0,72.0,63.0,63.0,65.0
A. Jali,32.0,71.0,1200000.0,800.0,73.0,58.0,69.0,64.0
Fredy,32.0,71.0,1500000.0,17000.0,86.0,67.0,68.0,63.0
S. Hutchinson,31.0,71.0,1300000.0,9000.0,47.0,29.0,50.0,72.0
Villalibre,24.0,71.0,3800000.0,15000.0,72.0,70.0,55.0,39.0
S. Clucas,31.0,71.0,1500000.0,18000.0,66.0,70.0,71.0,66.0
J. BÃ¶rner,31.0,71.0,1300000.0,16000.0,59.0,58.0,57.0,70.0
J. GreguÅ¡,31.0,71.0,1300000.0,5000.0,63.0,68.0,73.0,66.0
K. Musona,32.0,71.0,1500000.0,14000.0,74.0,70.0,69.0,39.0
M. Leckie,31.0,71.0,1600000.0,9000.0,82.0,65.0,64.0,53.0
J. Bruma,30.0,71.0,1500000.0,9000.0,58.0,53.0,56.0,71.0
A. Finnbogason,33.0,71.0,1200000.0,9000.0,41.0,75.0,61.0,33.0
J. Bidwell,29.0,71.0,1600000.0,14000.0,68.0,48.0,66.0,68.0
Gabriel Silva,31.0,71.0,1400000.0,6000.0,65.0,57.0,69.0,68.0
P. Testroet,31.0,71.0,1600000.0,7000.0,66.0,74.0,57.0,39.0
Caio Canedo,31.0,71.0,1600000.0,850.0,80.0,71.0,64.0,31.0
R. Rojas,34.0,71.0,875000.0,600.0,70.0,67.0,71.0,66.0
M. Linnes,30.0,71.0,1600000.0,5000.0,86.0,56.0,63.0,64.0
E. Rashani,29.0,71.0,1800000.0,13000.0,81.0,65.0,62.0,39.0
G. Tzavellas,34.0,71.0,600000.0,800.0,66.0,52.0,59.0,71.0
A. Caracciolo,32.0,71.0,1200000.0,3000.0,57.0,32.0,49.0,72.0
Hong Chul,31.0,71.0,1400000.0,6000.0,85.0,49.0,65.0,63.0
I. Nestorovski,32.0,71.0,1500000.0,12000.0,64.0,73.0,53.0,35.0
A. Bamba,32.0,71.0,1300000.0,14000.0,73.0,40.0,63.0,68.0
T. Klose,34.0,71.0,600000.0,20000.0,32.0,38.0,54.0,74.0
C. Deac,36.0,71.0,600000.0,8000.0,68.0,68.0,73.0,57.0
J. Guidetti,30.0,71.0,1800000.0,7000.0,46.0,72.0,66.0,38.0
K. Ã‡Ã¶rekÃ§i,30.0,71.0,1600000.0,9000.0,81.0,49.0,65.0,66.0
M. KamiÅ„ski,30.0,71.0,1500000.0,14000.0,53.0,57.0,63.0,72.0
A. Hoffmann,29.0,71.0,1700000.0,15000.0,52.0,38.0,56.0,71.0
Timor,32.0,71.0,1200000.0,7000.0,35.0,66.0,71.0,67.0
L. Lacroix,30.0,71.0,1500000.0,3000.0,46.0,43.0,58.0,71.0
J. Hendrick,30.0,71.0,1800000.0,45000.0,62.0,68.0,72.0,69.0
K. D'Haene,32.0,71.0,1300000.0,9000.0,71.0,59.0,67.0,64.0
G. Burdisso,33.0,71.0,900000.0,3000.0,42.0,43.0,54.0,70.0
Zhang Linpeng,33.0,71.0,900000.0,11000.0,72.0,56.0,64.0,68.0
C. Christie,29.0,71.0,1600000.0,12000.0,79.0,53.0,63.0,65.0
J. Clarke-Harris,27.0,71.0,2000000.0,10000.0,77.0,72.0,55.0,27.0
G. Baldock,29.0,71.0,1600000.0,18000.0,76.0,47.0,63.0,66.0
B. Dejaegere,31.0,71.0,1500000.0,12000.0,70.0,60.0,71.0,66.0
M. Colin,30.0,71.0,1600000.0,20000.0,72.0,34.0,63.0,69.0
L. KrejÄÃ­,29.0,71.0,1800000.0,750.0,74.0,67.0,70.0,66.0
K. McLean,30.0,71.0,1800000.0,26000.0,67.0,69.0,68.0,66.0
Kim Young Gwon,32.0,71.0,1200000.0,7000.0,68.0,44.0,63.0,71.0
M. Capuano,30.0,71.0,1500000.0,3000.0,63.0,33.0,49.0,71.0
B. Martella,29.0,71.0,1600000.0,4000.0,81.0,57.0,69.0,62.0
R. Brady,30.0,71.0,1800000.0,22000.0,63.0,69.0,73.0,65.0
Erik MorÃ¡n,31.0,71.0,1300000.0,6000.0,41.0,50.0,69.0,68.0
N. Benezet,31.0,71.0,1600000.0,5000.0,76.0,68.0,68.0,34.0
A. Morales,32.0,71.0,1200000.0,5000.0,59.0,58.0,67.0,66.0
S. Sturaro,29.0,71.0,1800000.0,4000.0,65.0,66.0,69.0,72.0
C. Sapong,33.0,71.0,1200000.0,6000.0,70.0,69.0,60.0,40.0
A. Flint,32.0,71.0,1200000.0,17000.0,41.0,48.0,40.0,69.0
J. Verhoek,33.0,71.0,1200000.0,10000.0,62.0,71.0,59.0,25.0
F. Uribe,34.0,71.0,900000.0,3000.0,71.0,72.0,56.0,28.0
D. Bisoli,28.0,71.0,1900000.0,4000.0,71.0,70.0,68.0,68.0
A. MiloÅ¡eviÄ‡,30.0,71.0,1500000.0,6000.0,54.0,53.0,58.0,71.0
M. Crooks,28.0,71.0,1900000.0,19000.0,67.0,67.0,64.0,68.0
AbdÃ³n Prats,29.0,71.0,1900000.0,18000.0,64.0,73.0,60.0,29.0
C. Nyman,29.0,71.0,1900000.0,6000.0,81.0,69.0,58.0,41.0
B. Assombalonga,29.0,71.0,1900000.0,16000.0,81.0,69.0,59.0,35.0
O. Kragl,32.0,71.0,1500000.0,8000.0,75.0,72.0,70.0,59.0
F. HÃ¼bner,31.0,71.0,1300000.0,8000.0,41.0,43.0,46.0,75.0
D. Pavelka,31.0,71.0,1300000.0,650.0,63.0,60.0,68.0,68.0
M. Bruno,28.0,71.0,1900000.0,11000.0,72.0,68.0,71.0,42.0
A. Donnarumma,31.0,71.0,1600000.0,4000.0,79.0,72.0,59.0,36.0
C. Townsend,29.0,71.0,1600000.0,21000.0,69.0,46.0,64.0,68.0
A. Benali,30.0,71.0,1800000.0,4000.0,76.0,63.0,69.0,44.0
T. Smith,30.0,71.0,1600000.0,17000.0,67.0,46.0,66.0,68.0
F. GutiÃ©rrez,31.0,71.0,1500000.0,6000.0,65.0,68.0,72.0,59.0
K. Djidji,29.0,71.0,1700000.0,24000.0,65.0,32.0,53.0,72.0
A. Trebel,31.0,71.0,1500000.0,14000.0,61.0,67.0,72.0,68.0
Y. Touzghar,35.0,71.0,800000.0,10000.0,65.0,72.0,61.0,24.0
S. Kitsiou,28.0,71.0,1700000.0,11000.0,77.0,61.0,65.0,68.0
M. Falzerano,31.0,71.0,1600000.0,4000.0,88.0,64.0,66.0,56.0
T. Trybull,29.0,71.0,1600000.0,6000.0,62.0,47.0,65.0,69.0
Z. Gano,28.0,71.0,1900000.0,11000.0,55.0,71.0,53.0,34.0
S. van de Streek,29.0,71.0,1800000.0,11000.0,64.0,72.0,68.0,58.0
E. BaÅŸsan,30.0,71.0,1800000.0,12000.0,77.0,69.0,70.0,22.0
F. Lucioni,34.0,71.0,600000.0,10000.0,46.0,33.0,47.0,72.0
R. Holzhauser,29.0,71.0,1800000.0,11000.0,47.0,75.0,78.0,57.0
K. Naismith,30.0,71.0,1500000.0,20000.0,67.0,65.0,65.0,70.0
P. Klement,29.0,71.0,1800000.0,9000.0,49.0,68.0,75.0,40.0
O. Lewicki,29.0,71.0,1600000.0,6000.0,61.0,55.0,62.0,71.0
Z. TripiÄ‡,29.0,71.0,1800000.0,4000.0,83.0,72.0,66.0,42.0
D. Baselli,30.0,71.0,1800000.0,3000.0,67.0,71.0,75.0,65.0
R. Pucino,31.0,71.0,1400000.0,3000.0,73.0,45.0,59.0,67.0
Y. Benzia,27.0,71.0,2000000.0,6000.0,66.0,69.0,70.0,45.0
C. Robinson,27.0,71.0,2000000.0,24000.0,79.0,70.0,65.0,32.0
F. Boli,28.0,71.0,1900000.0,850.0,72.0,72.0,47.0,26.0
L. James,29.0,71.0,1900000.0,13000.0,69.0,70.0,54.0,30.0
S. Andersson,30.0,71.0,1800000.0,18000.0,48.0,72.0,53.0,31.0
K. Omeruo,28.0,71.0,1900000.0,8000.0,64.0,32.0,50.0,70.0
M. BolaÃ±os,32.0,71.0,1500000.0,10000.0,84.0,72.0,64.0,26.0
S. Ajayi,28.0,71.0,1800000.0,21000.0,76.0,48.0,47.0,70.0
D. Bain,28.0,71.0,1800000.0,12000.0,55.0,26.0,48.0,71.0
M. Wallace,29.0,71.0,1600000.0,10000.0,58.0,29.0,55.0,72.0
L. FernÃ¡ndez,31.0,71.0,1600000.0,11000.0,77.0,71.0,69.0,41.0
D. Adorni,29.0,71.0,1600000.0,4000.0,73.0,44.0,52.0,73.0
L. Veldwijk,30.0,71.0,1800000.0,6000.0,57.0,73.0,51.0,33.0
M. Ricci,28.0,71.0,1900000.0,3000.0,72.0,66.0,70.0,62.0
M. Delgado,27.0,71.0,1800000.0,5000.0,67.0,52.0,64.0,66.0
Lee Myung Joo,32.0,71.0,1500000.0,4000.0,70.0,61.0,69.0,61.0
Q. Bernard,32.0,71.0,1300000.0,11000.0,59.0,57.0,69.0,66.0
S. HolmÃ©n,30.0,71.0,1500000.0,4000.0,55.0,36.0,49.0,73.0
Gerso,31.0,71.0,1600000.0,7000.0,91.0,65.0,61.0,41.0
B. TourÃ©,30.0,71.0,1600000.0,11000.0,36.0,53.0,64.0,68.0
J. Brenet,28.0,71.0,1700000.0,9000.0,79.0,36.0,61.0,68.0
F. Falco,30.0,71.0,1800000.0,4000.0,79.0,67.0,69.0,29.0
A. Partipilo,27.0,71.0,2200000.0,4000.0,84.0,66.0,69.0,43.0
B. Adjei-Boateng,28.0,71.0,1600000.0,11000.0,75.0,64.0,60.0,67.0
Pedro Santos,34.0,71.0,700000.0,5000.0,69.0,69.0,71.0,68.0
C. Jean,26.0,71.0,2200000.0,6000.0,70.0,71.0,69.0,31.0
L. MagallÃ¡n,28.0,71.0,1600000.0,10000.0,48.0,38.0,52.0,71.0
E. Saveljich,31.0,71.0,1300000.0,12000.0,39.0,32.0,49.0,71.0
J. Lowe,27.0,71.0,2000000.0,30000.0,86.0,69.0,60.0,40.0
K. MÃ¶hwald,28.0,71.0,1900000.0,19000.0,43.0,70.0,74.0,63.0
Alex MuÃ±oz,27.0,71.0,1800000.0,8000.0,81.0,68.0,62.0,66.0
J. Gondorf,34.0,71.0,875000.0,10000.0,56.0,63.0,70.0,67.0
