short_name,player_positions,overall,potential,value_eur,wage_eur,nationality_name,preferred_foot,pace,shooting,passing,defending
I. KaborÃ©,"RWB, RB",71,82,4000000,38000,Burkina Faso,Right,89,29,63,63
G. Michailidis,CB,71,79,3900000,700,Greece,Left,68,51,63,72
I. Franco,"CF, RM",71,80,4200000,650,Paraguay,Right,80,66,58,37
Sergio Castel,ST,71,72,2200000,6000,Spain,Right,58,72,53,23
P. WÃ¥lemark,"RW, LW",71,82,4100000,6000,Sweden,Left,77,67,66,31
L. Iberico,"LW, LM, ST",71,77,3000000,650,Peru,Right,83,70,61,25
G. Mikautadze,"ST, CF, CAM",71,81,4200000,5000,Georgia,Right,79,71,66,36
G. Olveira,GK,71,72,1400000,500,Uruguay,Right,0,0,0,0
J. EspÃ­nola,GK,71,73,1700000,6000,Paraguay,Right,0,0,0,0
Pedro Mendes,ST,71,78,3800000,4000,Portugal,Right,71,72,56,34
S. PavloviÄ‡,CB,71,82,3900000,11000,Serbia,Left,65,43,50,70
F. ChafaÃ¯,CB,71,71,1200000,13000,Algeria,Right,41,44,46,72
B. Franjic,"CDM, CB, LB",71,78,3600000,20000,Croatia,Left,78,50,62,69
D. Dike,ST,71,82,4200000,21000,United States,Right,68,71,47,21
H. Kessler,CB,71,76,2600000,5000,United States,Right,57,27,49,71
T. Suslov,"CAM, LM",71,80,4100000,5000,Slovakia,Left,74,65,70,48
S. RodrÃ­guez,"CAM, LM, RM",71,81,4200000,5000,Uruguay,Right,77,63,67,38
S. Hezze,"CDM, CM",71,82,3900000,6000,Argentina,Right,66,54,64,67
M. NÃºÃ±ez,"CM, CAM",71,80,4200000,23000,Chile,Right,65,62,73,56
C. Alcaraz,"CAM, CM, LM",71,84,4400000,7000,Argentina,Right,84,67,66,46
J. Justvan,"CAM, RM, LWB",71,75,2700000,12000,Germany,Left,84,55,69,52
L. Gueye,"RM, RW, LM",71,75,2700000,5000,Senegal,Right,77,70,68,25
M. DÃ¡rdai,CB,71,82,3800000,12000,Germany,Left,65,31,65,72
A. Karabec,"CAM, RM, LM",71,84,4400000,500,Czech Republic,Left,73,65,69,35
O. Syrota,CB,71,79,3900000,500,Ukraine,Left,69,27,42,73
M. Trmal,GK,71,81,3600000,5000,Czech Republic,Right,0,0,0,0
E. Meza,"RB, RWB",71,76,2600000,7000,Argentina,Right,81,62,65,64
F. KaÅ¡a,CB,71,71,1600000,700,Czech Republic,Right,73,38,55,71
Pep ChavarrÃ­a,LB,71,78,3600000,10000,Spain,Left,84,49,63,64
E. Agbadou,"CB, CDM",71,78,3400000,13000,CÃ´te d'Ivoire,Right,67,47,50,69
Jon Morcillo,"LM, LW",71,77,3000000,14000,Spain,Left,74,73,70,37
J. Muleka,"ST, RW, LW",71,80,4200000,27000,Congo DR,Right,81,69,58,35
A. Ismajli,CB,71,74,2200000,7000,Albania,Right,72,28,48,74
ZÃ© Carlos,RB,71,78,3600000,8000,Portugal,Right,77,39,57,68
J. van Hecke,CB,71,80,3900000,28000,Netherlands,Right,60,45,56,72
F. Parisi,LB,71,83,4400000,5000,Italy,Left,70,63,60,65
Yan Couto,"RM, RB, RWB",71,79,4100000,43000,Brazil,Right,82,56,65,62
D. Lopy,"CM, CDM",71,79,4100000,11000,Senegal,Right,67,59,68,68
N. Jackson,"ST, CAM, LM",71,81,4200000,15000,Senegal,Right,76,72,56,40
O. Doumbia,"CDM, CM",71,71,1600000,7000,CÃ´te d'Ivoire,Right,72,58,65,69
K. El Berkaoui,"ST, LW",71,72,2200000,14000,Morocco,Right,87,73,56,24
J. Estrada,"RB, LB, RM",71,74,2300000,550,Peru,Right,80,60,63,63
P. Sarr,CM,71,82,4000000,25000,Senegal,Right,67,63,68,66
S. Thomas,"RW, LW, RWB",71,76,2800000,13000,Wales,Right,87,66,70,52
Kaio Jorge,ST,71,82,4100000,41000,Brazil,Right,77,70,59,25
Arnau MartÃ­nez,"RWB, RB, CB",71,83,4300000,8000,Spain,Right,74,43,60,68
I. Schor,"RM, RW, LM",71,81,4200000,7000,Argentina,Right,73,62,68,51
J. Infante,"LB, LWB",71,73,2100000,9000,Argentina,Left,74,51,60,69
D. Å pikiÄ‡,"RW, LW, RM",71,76,2800000,650,Croatia,Right,84,67,64,47
C. Okoli,CB,71,81,3800000,17000,Italy,Right,54,30,46,72
Antonio Blanco,"CM, CDM",71,82,4200000,51000,Spain,Right,54,57,67,62
J. Gorter,GK,71,82,3600000,6000,Netherlands,Right,0,0,0,0
Sergi Cardona,"LB, LM",71,80,4000000,5000,Spain,Left,76,42,59,69
R. Ilie,"LW, CAM, LM",71,83,4400000,16000,Romania,Right,80,67,68,41
J. Bauman,ST,71,71,1600000,850,Argentina,Right,71,72,54,31
Guilherme Ramos,CB,71,76,2600000,10000,Portugal,Right,61,33,47,71
E. Sahiti,"RW, LW, LM",71,75,2700000,700,Kosovo,Right,84,69,64,40
Balde,LB,71,82,3800000,17000,Spain,Left,84,47,67,64
A. SÃ¢youd,"CAM, CF, RM",71,71,1600000,14000,Algeria,Left,72,69,73,32
M. Viti,CB,71,83,4200000,16000,Italy,Left,71,35,48,73
N. Peranic,GK,71,71,210000,4000,Argentina,Right,0,0,0,0
J. Kiwior,"CB, CDM",71,78,3500000,9000,Poland,Left,65,37,58,71
P. BoÄkaj,"LB, LWB, LM",71,73,2200000,600,Croatia,Left,71,72,76,64
Henrique AraÃºjo,ST,71,85,4500000,7000,Portugal,Right,70,71,56,27
D. JurÃ¡sek,"LB, LM",71,77,2800000,550,Czech Republic,Left,80,56,67,64
L. HolÃ­k,"RB, LB",71,74,2400000,550,Czech Republic,Right,74,49,65,67
D. Boloca,CM,71,78,3700000,2000,Romania,Right,64,58,68,50
L. Lucca,ST,71,82,4200000,3000,Italy,Right,66,72,59,32
M. Collocolo,"CDM, CM",71,79,4000000,3000,Italy,Right,70,58,65,69
B. Khoukhi,"CB, CDM",71,71,,,Qatar,Right,62,60,57,70
D. DoudÄ›ra,"RB, RM",71,76,2600000,650,Czech Republic,Right,85,63,64,65
J. Mejdr,RB,71,72,2000000,650,Czech Republic,Right,74,46,57,69
Gabriel Sara,"CAM, CM",71,79,4200000,23000,Brazil,Left,77,71,69,47
Edmilson Dove,"LB, LM, CB",71,71,1800000,600,Mozambique,Left,78,44,52,70
M. Pavkov,ST,71,71,1900000,18000,Serbia,Right,51,72,52,26
B. Ogbeche,ST,70,70,550000,1000,Nigeria,Right,63,74,53,35
P. Jagielka,CB,70,70,275000,10000,England,Right,32,45,55,72
G. Pegolo,GK,70,70,180000,7000,Italy,Left,0,0,0,0
H. KaldÄ±rÄ±m,LB,70,70,1100000,18000,Turkey,Left,68,54,65,69
W. Caballero,GK,70,70,180000,12000,Argentina,Right,0,0,0,0
S. Silva,ST,70,70,,6000,Uruguay,Right,32,73,61,42
J. DÃ¡tolo,"CAM, CM",70,70,525000,7000,Argentina,Left,52,71,73,47
Mikel Rico,"CM, CDM",70,70,500000,4000,Spain,Right,32,68,66,71
IvÃ¡n CuÃ©llar,GK,70,70,180000,3000,Spain,Left,0,0,0,0
R. Salin,GK,70,70,180000,11000,France,Left,0,0,0,0
V. Demarconnay,GK,70,70,180000,3000,France,Right,0,0,0,0
Lee Chung Yong,"RM, LM, CAM",70,70,1000000,7000,Korea Republic,Right,69,58,70,52
M. Debuchy,"CB, RB",70,70,275000,3000,France,Right,61,65,67,71
G. Ä°nler,"CDM, CM",70,70,325000,8000,Switzerland,Right,36,67,72,68
J. Ruddy,GK,70,70,180000,9000,England,Right,0,0,0,0
D. CongrÃ©,CB,70,70,275000,3000,France,Right,34,31,59,71
C. Davies,CB,70,70,275000,3000,England,Right,43,36,46,73
I. Khune,GK,70,70,180000,500,South Africa,Right,0,0,0,0
G. Paletta,CB,70,70,275000,16000,Italy,Right,30,34,39,74
G. Bergessio,ST,70,70,550000,7000,Argentina,Right,47,71,59,34
Coke,"RB, CB",70,70,500000,3000,Spain,Right,53,66,67,72
JosÃ© Crespo,"CB, RB, LB",70,70,425000,500,Spain,Right,62,40,63,71
F. Dionisi,"ST, RW",70,70,675000,3000,Italy,Right,79,72,50,35
K. McFadzean,CB,70,70,425000,9000,England,Right,34,37,49,70
AdriÃ¡n LÃ³pez,"ST, LM, RM",70,70,775000,7000,Spain,Right,71,71,69,27
K. Kamara,ST,70,70,550000,4000,Sierra Leone,Right,69,69,62,36
D. McCarty,CDM,70,70,450000,3000,United States,Right,44,54,65,68
J. Vossen,ST,70,70,1000000,10000,Belgium,Right,55,75,68,37
Vieirinha,"LB, RB, CB",70,70,350000,500,Portugal,Right,66,74,73,68
J. de GuzmÃ¡n,"CM, CDM, CAM",70,70,725000,7000,Netherlands,Right,62,72,73,54
A. Rosi,"RB, CB",70,70,500000,2000,Italy,Right,66,59,67,66
V. Mannone,GK,70,70,275000,8000,Italy,Right,0,0,0,0
S. Rieks,"LW, LWB",70,70,650000,4000,Denmark,Right,70,70,67,64
R. FÃ¤hrmann,GK,70,70,525000,10000,Germany,Right,0,0,0,0
C. BrÃ¼ls,"CAM, CM, RM",70,70,1000000,9000,Belgium,Right,63,65,72,53
D. McGoldrick,"ST, CAM",70,70,775000,6000,Republic of Ireland,Right,58,71,66,33
D. Vukovic,GK,70,70,180000,1000,Australia,Right,0,0,0,0
Zeng Cheng,GK,70,70,180000,4000,China PR,Right,0,0,0,0
M. MÃ¤nnel,GK,70,70,275000,2000,Germany,Right,0,0,0,0
T. Deeney,ST,70,70,775000,20000,England,Right,46,71,64,37
J. Hogg,"CDM, CM, CB",70,70,800000,11000,England,Right,58,53,61,69
Sergio Tejera,"CDM, CM",70,70,1100000,5000,Spain,Left,67,68,69,66
K. Papadopoulos,CB,70,70,1300000,8000,Greece,Right,50,42,50,68
M. Lang,RB,70,70,1200000,10000,Switzerland,Right,59,63,65,71
D. Gosling,CM,70,70,1300000,23000,England,Right,50,67,70,70
Ã. Szalai,ST,70,70,775000,12000,Hungary,Right,34,72,58,44
D. Kuciak,GK,70,70,180000,3000,Slovakia,Right,0,0,0,0
Juan Cala,CB,70,70,1000000,14000,Spain,Right,50,53,60,69
K. Naughton,"CB, RB",70,70,750000,15000,England,Right,58,52,64,71
J. Holland,"CDM, CM, CB",70,70,800000,10000,Australia,Right,58,61,66,68
O. Merlo,CB,70,70,425000,500,Argentina,Right,52,35,51,69
M. Godden,ST,70,70,1600000,14000,England,Right,58,72,55,32
P. Mpoku,"CAM, RW, RM",70,70,1500000,10000,Congo DR,Right,72,71,73,46
J. McLaughlin,GK,70,70,275000,20000,Scotland,Right,0,0,0,0
Juanfran,"RB, RWB",70,70,825000,6000,Spain,Right,66,66,67,67
M. Phillips,"RW, RM",70,70,1300000,20000,Scotland,Right,74,69,68,43
R. Rodelin,"LM, ST, CAM",70,70,1300000,11000,France,Right,54,72,69,42
J. Dom,"RB, RWB, CM",70,70,1100000,8000,Belgium,Right,75,58,63,65
A. N'Diaye,CDM,70,70,1100000,6000,Senegal,Right,54,62,62,70
G. Marinelli,GK,70,70,800000,6000,Argentina,Right,0,0,0,0
S. Burchert,GK,70,70,800000,8000,Germany,Right,0,0,0,0
Thiago Cionek,"CB, RB",70,70,275000,1000,Poland,Right,51,26,44,70
C. Toselli,GK,70,70,275000,6000,Chile,Right,0,0,0,0
D. Diekmeier,RB,70,70,1100000,5000,Germany,Right,75,40,63,66
J. Hoilett,"LM, LWB, RM",70,70,1300000,12000,Canada,Right,80,69,67,41
RÃ­os Reina,LB,70,70,1100000,6000,Spain,Left,77,60,69,62
A. Rispoli,"RB, RM",70,70,825000,2000,Italy,Right,76,64,65,65
B. Koita,"ST, RW",70,70,1300000,20000,Guinea,Right,78,69,58,22
K. Johnsson,GK,70,70,800000,10000,Sweden,Right,0,0,0,0
S. HierlÃ¤nder,"RM, CM",70,70,1300000,12000,Austria,Right,67,65,68,65
H. Nielsen,"ST, CAM",70,70,1600000,17000,Norway,Right,78,69,66,42
K. ThÃ©ophile-Catherine,CB,70,70,1000000,550,France,Right,72,49,64,69
F. Montero,"ST, CF, CAM",70,70,775000,6000,Colombia,Right,58,73,68,43
Camora,LB,70,70,500000,6000,Romania,Left,68,56,68,65
P. Mortensen,ST,70,70,1300000,10000,Denmark,Right,53,68,54,32
Kim Seung Gyu,GK,70,70,850000,13000,Korea Republic,Right,0,0,0,0
N. Hult,"LB, LW",70,70,1100000,3000,Sweden,Left,70,59,67,65
G. Arlauskis,GK,70,70,275000,7000,Lithuania,Left,0,0,0,0
FontÃ s,CB,70,70,1000000,5000,Spain,Left,30,48,68,71
Juan Villar,"ST, RM",70,70,775000,7000,Spain,Right,86,68,67,36
F. Klos,ST,70,70,775000,12000,Germany,Right,53,72,61,39
M. ÄuriÄ‡,ST,70,70,1300000,16000,Bosnia and Herzegovina,Right,53,69,53,32
V. Belec,GK,70,70,800000,550,Slovenia,Right,0,0,0,0
L. Benito,"LB, CB",70,70,1400000,12000,Switzerland,Left,67,51,63,67
S. Prediger,"CDM, CM",70,70,450000,5000,Argentina,Right,65,46,60,66
T. Lees,CB,70,70,1100000,11000,England,Right,54,36,55,71
C. GroÃŸ,"CDM, CB",70,70,800000,12000,Germany,Right,57,55,62,70
T. Schick,"RM, RWB, RB",70,70,1300000,16000,Austria,Right,70,65,70,65
PelÃ©,"CDM, CM",70,70,1300000,22000,Guinea Bissau,Right,63,64,65,69
FlÃ¡vio PaixÃ£o,"ST, CAM",70,70,550000,5000,Portugal,Right,66,71,65,34
K. Long,CB,70,70,1100000,21000,Republic of Ireland,Right,51,35,50,70
F. Ulvestad,"CM, CDM, CAM",70,70,1500000,10000,Norway,Right,64,64,67,69
S. Moore,GK,70,70,800000,10000,England,Right,0,0,0,0
D. Ward,ST,70,70,1300000,13000,England,Left,68,72,62,38
Daniel Ayala,CB,70,70,1100000,21000,Spain,Right,51,41,50,71
E. Haji Safi,"LB, LM, CM",70,70,1100000,700,Iran,Left,71,65,71,65
F. Hanin,"LB, LM, LWB",70,70,1100000,6000,France,Left,79,44,66,65
G. Hairemans,"RM, CAM, CM",70,70,1500000,9000,Belgium,Left,42,68,76,45
R. PetroviÄ‡,CDM,70,70,800000,6000,Serbia,Right,35,54,61,70
Javi LÃ³pez,RB,70,70,350000,2000,Spain,Right,60,52,68,66
R. Krishna,ST,70,70,775000,2000,Fiji,Right,90,69,66,46
C. Austin,ST,70,70,1300000,4000,England,Right,48,73,56,36
S. Motta,"CAM, CM, CDM",70,70,525000,1000,Colombia,Right,59,64,74,58
Mexer,CB,70,70,750000,5000,Mozambique,Right,37,48,56,70
M. Pack,"CDM, CM, CB",70,70,1100000,7000,England,Right,50,60,69,67
N. Besara,"CAM, ST, CM",70,70,1300000,5000,Sweden,Right,69,70,71,44
J. Sala,"CDM, RB",70,70,1300000,9000,Italy,Right,65,59,68,66
M. BÃ¼chel,"CDM, CM",70,70,1100000,3000,Liechtenstein,Left,70,57,69,62
R. Mak,"RW, RM, LM",70,70,1300000,7000,Slovakia,Right,73,69,65,37
R. Maiello,"CM, CDM",70,70,1500000,3000,Italy,Right,70,61,67,57
T. Ream,CB,70,70,525000,26000,United States,Left,54,43,67,72
F. Jara,ST,70,70,1000000,6000,Argentina,Right,73,71,65,29
G. Castellani,"CAM, CM, CDM",70,70,750000,3000,Argentina,Right,64,65,73,56
S. Tecl,ST,70,70,1300000,800,Czech Republic,Right,78,66,63,39
D. Drexler,"CAM, CM, RM",70,70,1300000,13000,Germany,Right,69,62,69,50
A. Najar,"CB, RB",70,70,1300000,5000,Honduras,Right,72,62,67,72
R. Amalfitano,"CAM, CDM",70,70,1300000,6000,France,Right,53,59,70,64
V. Pajot,"CM, CDM",70,70,1300000,4000,France,Right,50,56,69,66
Kim Bo Kyung,"CM, CAM, RM",70,70,1300000,7000,Korea Republic,Left,74,65,70,59
E. Lenjani,"LWB, LB, LM",70,70,1100000,8000,Albania,Left,77,64,67,59
GÃ¡lvez,CB,70,70,750000,5000,Spain,Right,32,44,60,69
T. Xhaka,CDM,70,70,1100000,10000,Albania,Right,70,62,67,65
J. Cuffaut,"CB, RB",70,70,525000,4000,France,Right,67,58,63,70
R. Inglese,ST,70,70,1600000,4000,Italy,Right,48,70,52,26
Pedro Moreira,"CDM, CM",70,70,800000,5000,Portugal,Right,43,64,64,66
F. Brown Forbes,ST,70,70,1600000,8000,Costa Rica,Right,81,67,56,44
C. MartÃ­nez Borja,ST,70,70,775000,600,Colombia,Right,66,72,59,32
N. Larsen,GK,70,70,850000,5000,Denmark,Right,0,0,0,0
S. GarcÃ­a,"CB, LB",70,70,750000,3000,Argentina,Left,63,50,61,70
T. Koubek,GK,70,70,1100000,12000,Czech Republic,Right,0,0,0,0
B. Gibson,CB,70,70,1300000,22000,England,Left,50,27,48,71
Y. Konoplyanka,"LM, CF",70,70,1300000,7000,Ukraine,Right,73,70,69,32
R. Leonard,"CDM, CM, RWB",70,70,1300000,8000,England,Right,77,65,65,67
A. Davies,GK,70,70,1100000,13000,Wales,Right,0,0,0,0
Jiang Guangtai,CB,70,72,1600000,10000,China PR,Right,82,34,47,69
M. BeÅ¡iÄ‡,"CDM, RB",70,70,1400000,600,Bosnia and Herzegovina,Right,52,55,64,69
M. Quiroga,ST,70,70,1300000,600,Argentina,Left,67,68,51,29
A. Salvi,"RB, LB, RM",70,70,575000,3000,Italy,Right,74,59,64,67
F. Ogier,CB,70,70,750000,10000,France,Right,32,34,40,72
Rafael Martins,ST,70,70,1000000,4000,Brazil,Right,71,73,58,27
L. Carole,"LB, LWB",70,70,1200000,10000,France,Left,73,42,63,69
M. Le Bihan,"ST, CAM",70,70,1300000,5000,France,Right,49,72,60,46
A. La Mantia,ST,70,70,1300000,7000,Italy,Right,54,69,41,30
N. Leali,GK,70,72,1300000,2000,Italy,Right,0,0,0,0
D. HÃ¸egh,CB,70,70,1100000,8000,Denmark,Right,35,40,51,70
F. SÃ¸rensen,"CB, RB",70,70,1300000,3000,Denmark,Right,51,33,61,69
L. Boyce,ST,70,70,1300000,5000,Northern Ireland,Right,68,71,60,33
Ryder Matos,"RW, ST, CF",70,70,1600000,3000,Brazil,Right,77,64,61,34
H. Van Der Bruggen,"CM, CDM",70,70,1600000,9000,Belgium,Right,48,62,70,68
S. Lletget,"CM, CAM, RM",70,70,1600000,5000,United States,Right,71,64,71,60
P. Sagna,RB,70,70,1200000,4000,Senegal,Right,73,44,67,67
M. Camporese,CB,70,70,1300000,2000,Italy,Right,68,30,38,72
J. SÃ¡nchez MiÃ±o,"LB, LM, CM",70,70,1100000,7000,Argentina,Left,72,70,73,66
G. Wikheim,LW,70,70,1600000,6000,Norway,Right,85,60,63,45
O. HernÃ¡ndez,"LM, ST, LWB",70,70,1600000,24000,Cuba,Right,86,64,62,34
J. Geis,CDM,70,70,1400000,8000,Germany,Right,38,63,77,67
F. Klaus,"RM, LM",70,70,1600000,14000,Germany,Right,83,66,64,39
A. Behich,LB,70,70,1200000,5000,Australia,Left,77,63,64,66
J. Willis,GK,70,70,525000,4000,United States,Left,0,0,0,0
E. Ã–zbir,GK,70,70,800000,9000,Turkey,Right,0,0,0,0
N. Byrne,RB,70,70,1400000,5000,England,Right,83,50,63,64
Min Sang Gi,CB,70,70,1300000,4000,Korea Republic,Right,74,41,54,68
S. Bradley,CB,70,70,1300000,17000,England,Left,54,31,47,69
J. FjÃ³luson,CB,70,70,750000,4000,Iceland,Left,37,50,58,69
C. SÃ¸rensen,LB,70,70,1400000,12000,Denmark,Left,83,59,70,60
J. Okore,CB,70,70,1300000,6000,Denmark,Right,68,42,52,66
A. Reach,"LWB, LW, CM",70,70,1400000,18000,England,Left,73,66,68,62
B. Reynet,GK,70,70,850000,4000,France,Right,0,0,0,0
M. Barreto,"LM, RM",70,70,1300000,11000,France,Right,79,62,67,27
M. Bettinelli,GK,70,71,1200000,33000,England,Right,0,0,0,0
G. Saville,CM,70,70,1600000,9000,Northern Ireland,Left,63,66,69,68
J. Ralls,"CM, CDM, CAM",70,70,1600000,20000,England,Left,61,68,71,66
RubÃ©n Pardo,"CAM, CM, CDM",70,70,1600000,8000,Spain,Right,51,68,72,69
HervÃ­as,"RM, RB",70,70,1600000,6000,Spain,Right,78,66,67,59
T. Leistner,CB,70,70,1100000,8000,Germany,Right,53,37,51,68
Vadillo,"LM, RM, ST",70,70,1700000,10000,Spain,Right,83,67,66,34
T. Kane,"RWB, RB",70,70,1400000,12000,England,Right,74,51,64,64
M. Bauer,"RB, LB, RWB",70,70,1400000,10000,Austria,Right,76,46,65,66
D. Ndongala,"RW, RM",70,70,1300000,800,Congo DR,Right,83,59,65,28
David Ferreiro,"LM, RM, CM",70,70,750000,6000,Spain,Right,82,67,70,37
A. Pritchard,CAM,70,70,1600000,11000,England,Right,69,67,71,46
D. LÃ©on,GK,70,71,1200000,9000,France,Right,0,0,0,0
G. Hubert,GK,70,73,1500000,6000,Belgium,Right,0,0,0,0
Ãlvaro Lemos,"RB, RM",70,70,1400000,6000,Spain,Right,83,64,63,63
C. Atsu,"RW, LW",70,70,1500000,9000,Ghana,Left,77,66,68,34
E. Mathoho,CB,70,70,1000000,550,South Africa,Right,62,40,48,70
D. ÄokoviÄ‡,"CDM, CM",70,70,1100000,10000,Croatia,Left,65,64,67,65
JeftÃ©,ST,70,70,1600000,11000,Spain,Right,70,69,61,32
B. Uphoff,GK,70,71,1300000,12000,Germany,Right,0,0,0,0
S. Sabelli,RB,70,70,1400000,3000,Italy,Right,74,39,59,66
JÃºnior Urso,"CDM, CM",70,70,800000,5000,Brazil,Right,64,64,65,66
R. Camacho,CB,70,70,1100000,5000,France,Right,43,44,62,68
T. DingomÃ©,"CM, CAM",70,70,1300000,11000,France,Left,58,64,71,66
M. Sampirisi,"CB, RWB, RM",70,70,1300000,23000,Italy,Right,67,41,59,70
M. RohdÃ©n,"CM, CDM",70,70,1300000,2000,Sweden,Right,74,66,66,59
M. Barrow,"LM, LW, RM",70,70,1600000,7000,Gambia,Left,92,63,61,37
A. Bell,"LWB, LB, CB",70,70,1400000,18000,Jamaica,Left,77,49,59,64
Ademilson,"ST, LM",70,70,1600000,12000,Brazil,Right,92,69,62,31
P. Mpanzu,"CM, CDM",70,70,1600000,20000,Congo DR,Right,79,62,64,68
M. Pearson,CB,70,71,1500000,11000,England,Right,55,43,50,70
K. PrzybyÅ‚ko,ST,70,70,1600000,6000,Poland,Right,65,69,59,28
A. Samaris,"CB, CDM",70,70,750000,6000,Greece,Right,49,62,65,69
E. Zenga,"CDM, CM",70,70,1400000,5000,Germany,Right,78,56,67,66
M. Dijks,"LWB, LM, LB",70,70,1400000,9000,Netherlands,Left,60,40,64,70
Z. Bytyqi,"LM, RM, LW",70,71,1900000,10000,Kosovo,Right,77,67,67,35
Rober Correa,RB,70,70,1400000,6000,Spain,Right,74,43,59,67
D. Blum,"RW, LW",70,70,1300000,800,Germany,Left,74,71,65,32
W. Vaulks,"CDM, CM",70,70,1400000,8000,Wales,Right,54,64,64,68
Nono,"CM, CDM",70,70,1600000,13000,Spain,Right,69,63,70,60
J. Giraudon,CB,70,70,1300000,5000,France,Right,50,36,58,72
N. Al Abed,"CAM, LW, RW",70,70,1300000,18000,Saudi Arabia,Left,53,70,71,45
L. Cardozo,"CB, RB",70,70,750000,550,Paraguay,Right,77,35,46,71
P. Ziereis,CB,70,70,1300000,14000,Germany,Right,74,24,57,70
Jean Mota,"CM, CDM",70,70,1600000,5000,Brazil,Left,72,64,72,58
A. MÃ¼hling,CM,70,70,1600000,12000,Germany,Right,65,70,71,57
AntÃ´nio Carlos,CB,70,70,1300000,5000,Brazil,Right,58,34,43,71
B. Rahman,"LWB, LB",70,70,1500000,41000,Ghana,Left,75,55,64,66
D. Dessoleil,CB,70,70,1300000,11000,Belgium,Left,52,47,57,70
Eugeni,"CM, CDM, CAM",70,70,1700000,6000,Spain,Right,62,69,74,56
J. Jeanvier,CB,70,70,1300000,10000,Guinea,Right,63,35,49,69
T. DÃ¤hne,GK,70,71,1300000,9000,Germany,Right,0,0,0,0
JosÃ© RodrÃ­guez,"CM, CDM, CAM",70,71,1800000,10000,Spain,Right,56,64,69,67
G. Lovrencsics,RB,70,70,825000,600,Hungary,Right,81,65,65,64
Fran Sol,ST,70,70,1600000,650,Spain,Right,68,71,55,33
E. Marcondes,"CAM, CM",70,70,1700000,24000,Denmark,Right,72,68,68,42
J. VelÃ¡zquez,CB,70,70,1100000,9000,Argentina,Right,56,40,46,72
M. Branderhorst,GK,70,72,1400000,6000,Netherlands,Right,0,0,0,0
R. Improta,"LW, LM, CM",70,70,1600000,4000,Italy,Right,83,63,63,55
JosÃ© Mari,"CDM, CM",70,70,550000,14000,Spain,Right,58,59,66,68
Pablo Valcarce,"RM, LM, ST",70,70,1600000,5000,Spain,Right,77,68,66,51
A. Traustason,"LW, CM",70,70,1600000,5000,Iceland,Right,79,66,66,56
G. Servio,GK,70,70,1100000,7000,Argentina,Right,0,0,0,0
C. CorvalÃ¡n,"LB, CB, LWB",70,70,825000,7000,Argentina,Left,65,49,62,68
A. Chumacero,"CM, RM",70,70,1300000,500,Bolivia,Right,66,66,71,62
T. Lockyer,CB,70,70,1500000,17000,Wales,Right,66,36,54,69
J. Irvine,CM,70,70,1600000,11000,Australia,Right,65,67,68,67
R. Durmisi,LB,70,70,1400000,22000,Denmark,Left,75,61,68,66
M. Rigione,CB,70,70,1100000,2000,Italy,Right,52,42,53,71
R. BeriÄ‡,ST,70,70,1300000,7000,Slovenia,Right,56,71,63,37
J. Bela,"LM, LWB, RM",70,70,1600000,11000,Angola,Right,90,67,62,39
J. Vanlerberghe,"CB, CDM, CM",70,73,1800000,8000,Belgium,Right,63,61,67,69
Brandon Thomas,"ST, LM, RM",70,71,1900000,850,Spain,Right,76,73,61,32
S. Moreira,"RB, RWB",70,70,1500000,5000,France,Right,68,32,65,66
D. Kinsombi,"CM, CDM",70,71,1900000,5000,Germany,Right,68,64,63,66
D. Yedlin,"RB, RWB",70,70,1400000,5000,United States,Right,90,51,58,64
A. Mabil,"LM, RM, LW",70,70,1700000,16000,Australia,Right,87,64,63,34
S. Piette,"CDM, CM",70,70,1500000,5000,Canada,Right,53,35,56,70
I. Tajouri-Shradi,"RM, RW, LW",70,70,1600000,5000,Libya,Left,82,70,63,33
A. Ruiz,"ST, CAM",70,70,1600000,6000,Argentina,Left,54,72,74,34
F. Dabo,"RWB, RB, CB",70,73,1900000,12000,England,Right,76,49,63,66
A. Fransson,CM,70,70,1600000,750,Sweden,Right,68,64,67,66
A. Cerri,ST,70,72,2000000,3000,Italy,Right,51,74,51,37
S. Gallagher,"ST, RW",70,71,1900000,25000,England,Right,70,69,58,45
F. Forte,ST,70,70,1600000,4000,Italy,Left,54,72,62,32
D. Giraldo,"CDM, CM",70,70,1300000,2000,Colombia,Right,71,46,66,67
G. Mera,CB,70,70,1000000,2000,Colombia,Left,42,26,39,70
J. QuiÃ±Ã³nes,CB,70,70,1000000,2000,Colombia,Right,53,35,47,70
D. Moreno,"CDM, CM",70,70,1300000,2000,Colombia,Right,70,40,59,66
W. Cuesta,GK,70,72,1300000,2000,Colombia,Right,0,0,0,0
R. Carrascal,"CM, CDM",70,70,1600000,600,Colombia,Right,66,63,69,65
C. Arboleda,"RB, RM",70,70,350000,900,Colombia,Right,81,51,64,66
A. MejÃ­a,"CDM, CM",70,70,800000,3000,Colombia,Right,61,40,60,66
S. PÃ©rez,"CM, CDM",70,70,1600000,9000,Colombia,Right,68,59,62,65
D. SÃ¡nchez,GK,70,70,180000,2000,Chile,Right,0,0,0,0
M. RodrÃ­guez,"LW, CAM",70,70,1700000,6000,Chile,Right,83,62,67,47
I. GonzÃ¡lez,GK,70,70,800000,4000,Chile,Right,0,0,0,0
N. Pasquini,"LB, LM, CM",70,70,1200000,9000,Argentina,Left,77,59,72,65
